"start";"end";"today";"username";"site_id";"location";"_location_latitude";"_location_longitude";"_location_altitude";"_location_precision";"photo_1";"photo_2";"photo_3";"photo_4";"photo_5";"photo_6";"photo_6_002";"photo_6_001";"anvil_type";"anvil_type/stone";"anvil_type/wood";"hammer_material";"hammer_material/stone";"hammer_material/wood";"fragmentation";"weight_g";"length_mm_max";"length_mm_25";"length_mm_50";"length_mm_75";"width_mm_max";"width_mm_25";"width_mm_50";"width_mm_75";"THICKNESS";"debris_at_site";"debris_at_site/almendra";"debris_at_site/hermit_crabs";"debris_at_site/halloween_crabs";"debris_at_site/coconuts";"debris_at_site/marine_snail";"debris_at_site/river_snail";"debris_at_site/bactris_fruit";"debris_at_site/other_processed_item";"debris_at_site/astrocaryum";"site_type_size";"site_type_persistence";"Anvil_surface_inclination_degrees";"Substrate_surface_inclination_degrees";"Horizontal_distance_to_nearest_water_cm";"Vertical_distance_to_nearest_water_cm";"Horizontal_distance_to_nearest";"Is_nearest_tree_almendra";"Is_nearest_tree_almendra/yes";"Is_nearest_tree_almendra/no";"site_location";"site_location/beach";"site_location/stream_bank";"site_location/in_tree";"site_location/other";"site_location/forest";"site_location/option_6";"comments";"camera_at_site";"name_of_camera_trap";"ID";"What_is_the_name_of_this_site";"LOCATION";"_LOCATION_latitude";"_LOCATION_longitude";"_LOCATION_altitude";"_LOCATION_precision";"Record_your_current_location";"_Record_your_current_location_latitude";"_Record_your_current_location_longitude";"_Record_your_current_location_altitude";"_Record_your_current_location_precision";"Photo_1";"Photo_2";"Photo_3";"What_type_of_anvil";"What_type_of_anvil/stone";"What_type_of_anvil/wood";"Photo_4";"What_is_hammer_material";"What_is_hammer_material/stone";"What_is_hammer_material/wooden";"Photo_5";"Fragmentation_Pattern";"Photo_6";"ANVIL";"ANVIL/stone";"ANVIL/wood";"HAMMER";"HAMMER/stone";"HAMMER/wooden";"LENGTH_001";"FRAGMENTATION";"LENGTH_001_001";"WEIGHT";"Type_of_Debris_at_Site";"Type_of_Debris_at_Site/almendras";"Type_of_Debris_at_Site/shells";"Type_of_Debris_at_Site/halloween_crab";"Type_of_Debris_at_Site/coconut";"Type_of_Debris_at_Site/marine_snail";"Type_of_Debris_at_Site/freshwater_sna";"Type_of_Debris_at_Site/other__see_com";"LENGTH";"Site_Type";"WIDTH";"Enter_a_date_and_time";"DEBRIS_AT_SITE";"DEBRIS_AT_SITE/ALMENDRAS";"DEBRIS_AT_SITE/SHELLS";"DEBRIS_AT_SITE/HCRABS";"DEBRIS_AT_SITE/COCO";"DEBRIS_AT_SITE/MARlNE_SNAIL";"DEBRIS_AT_SITE/FRESHWATER_SNA_1";"DEBRIS_AT_SITE/NUT";"DEBRIS_AT_SITE/OTHER_PROC_ITE_1";"DEBRIS_AT_SITE/RIVER_SNAIL";"DEBRIS_AT_SITE/OTHER_PROC_ITE";"SITE_TYPE";"SITE_LOCATION";"SITE_LOCATION/beach";"SITE_LOCATION/stream_bank";"SITE_LOCATION/in_tree";"SITE_LOCATION/in_stream";"SITE_LOCATION/other";"Comments";"COMMENTS";"CAMERA_AT_SITE";"Name_of_Camera_Trap";"hardness_1_hld";"hammerstone_shape";"hammerstone_shape/spheroid";"hammerstone_shape/ovate";"hammerstone_shape/retangular";"hammerstone_shape/irregular";"hammerstone_shape/undetermined";"hardness_2_hld";"hardness_3_hld";"site_type";"hardness_4_hld";"What_is_site_type";"hardness_5_hld";"hardness_6_hld";"hardness_7_hld";"hardness_8_hld";"hardness_9_hld";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"__version__";"_tags";"_index"
"2022-07-20T15:51:02.845-05:00";"2022-07-24T10:23:43.352-05:00";"2022-07-20";"Brendan Barrett";"T17";"7.607297521666666 -81.78495384666667 72.05799999999999 0.0";"7.607297521666666";"-81.78495384666667";"72.05799999999999";"0.0";"1658350275021.jpg";"1658350285685.jpg";"1658350301781.jpg";"";"";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"295";"0";"";"";"";"0";"";"";"";"0";"hermit_crabs river_snail";"0";"1";"0";"0";"0";"1";"0";"0";"";"1";"2";"";"";"";"";"";"";"";"";"stream_bank";"0";"1";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"567";"";"";"";"";"";"";"479";"554";"";"617";"";"329";"590";"477";"568";"489";"171417240";"3b20c6a1-4df3-4c21-bfb5-922d909dcead";"2022-07-23T13:07:30";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"217"
"2022-07-20T15:53:27.747-05:00";"2022-07-24T10:28:01.914-05:00";"2022-07-20";"Brendan Barrett";"T18";"7.607215225 -81.78484146 73.361 0.0";"7.607215225";"-81.78484146";"73.361";"0.0";"1658350443301.jpg";"1658350452137.jpg";"1658350472602.jpg";"";"";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"2230";"0";"";"";"";"0";"";"";"";"0";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"1";"2";"";"";"";"";"";"";"";"";"stream_bank";"0";"1";"0";"0";"0";"";"Unknown nut";"no";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"558";"";"";"";"";"";"";"501";"598";"";"557";"";"581";"493";"636";"694";"538";"171417258";"f9e586ac-b2bf-4c10-a1d8-3185c0a3877d";"2022-07-23T13:07:33";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"218"
"2022-07-21T17:46:54.977-05:00";"2022-07-21T17:51:53.933-05:00";"2022-07-21";"Brendan Barrett";"RM13";"";"";"";"";"";"1658443641439.jpg";"";"";"";"";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"430.0";"102";"";"";"";"87";"";"";"";"45";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"";"";"";"";"";"";"";"";"";"";"other";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"432";"";"";"";"";"";"";"406";"246";"";"328";"";"295";"388";"356";"481";"428";"171417276";"673dfab8-7e02-4503-a8e3-da3b06474ed3";"2022-07-23T13:07:36";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"219"
"2022-07-21T17:51:57.040-05:00";"2022-07-21T17:55:38.221-05:00";"2022-07-21";"Brendan Barrett";"RM14";"";"";"";"";"";"1658443946785.jpg";"";"";"";"";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"385.0";"76";"";"";"";"65";"";"";"";"52";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"";"";"";"";"";"";"";"";"";"";"other";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"510";"";"";"";"";"";"";"509";"523";"";"575";"";"453";"478";"528";"417";"548";"171417282";"dd96e158-90c1-42f8-9f92-2033362f1b06";"2022-07-23T13:07:37";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"220"
"2022-07-21T17:55:40.794-05:00";"2022-07-21T17:59:19.083-05:00";"2022-07-21";"Brendan Barrett";"RM15";"";"";"";"";"";"1658444165010.jpg";"";"";"";"";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"65.0";"50";"";"";"";"45";"";"";"";"26";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"undetermined";"";"";"";"";"";"";"";"";"";"other";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"551";"";"";"";"";"";"";"566";"592";"";"483";"";"507";"455";"509";"526";"585";"171417286";"34f5d336-d5ad-47e1-a897-7e438c6b92f4";"2022-07-23T13:07:37";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"221"
"2022-07-21T17:59:21.686-05:00";"2022-07-21T18:05:29.683-05:00";"2022-07-21";"Brendan Barrett";"RM16";"";"";"";"";"";"1658444380027.jpg";"";"";"";"";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"880.0";"146";"";"";"";"79";"";"";"";"58";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"";"";"";"";"";"";"";"";"";"";"other";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"490";"";"";"";"";"";"";"304";"368";"";"440";"";"565";"528";"671";"361";"522";"171417292";"bd0675e6-49ad-484d-8233-70d45392a892";"2022-07-23T13:07:38";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"222"
"2022-07-21T18:05:35.842-05:00";"2022-07-21T18:10:15.868-05:00";"2022-07-21";"Brendan Barrett";"RM17";"";"";"";"";"";"1658444757761.jpg";"";"";"";"";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"290.0";"71";"";"";"";"62";"";"";"";"37";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"";"";"";"";"";"";"";"";"";"";"other";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"292";"";"";"";"";"";"";"521";"369";"";"353";"";"314";"455";"533";"585";"490";"171417298";"aab7b37a-e559-4495-a8e7-08797cd045a6";"2022-07-23T13:07:39";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"223"
"2022-07-21T18:10:18.865-05:00";"2022-07-21T18:15:00.338-05:00";"2022-07-21";"Brendan Barrett";"RM18";"";"";"";"";"";"1658445059212.jpg";"";"";"";"";"";"";"";"wood";"0";"1";"wood";"0";"1";"whole";"780.0";"111";"";"";"";"84";"";"";"";"55";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"";"";"";"";"";"";"";"";"";"";"other";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"506";"";"";"";"";"";"";"641";"559";"";"562";"";"487";"638";"484";"442";"490";"171417304";"28f591fc-ce15-45bf-93f9-6d33d7b3e378";"2022-07-23T13:07:40";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"224"
"2022-07-21T18:15:02.973-05:00";"2022-07-21T18:19:31.798-05:00";"2022-07-21";"Brendan Barrett";"RM19";"";"";"";"";"";"1658445323912.jpg";"";"";"";"";"";"";"";"wood";"0";"1";"wood";"0";"1";"whole";"400.0";"101";"";"";"";"75";"";"";"";"53";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"";"";"";"";"";"";"";"";"";"";"other";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"409";"";"";"";"";"";"";"251";"355";"";"265";"";"552";"251";"370";"257";"268";"171417312";"6fd71b0f-a589-47c7-9880-3d45e34b0213";"2022-07-23T13:07:41";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"225"
"2022-07-21T18:19:34.127-05:00";"2022-07-21T18:23:22.865-05:00";"2022-07-21";"Brendan Barrett";"RM20";"";"";"";"";"";"1658445588712.jpg";"";"";"";"";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"110.0";"62";"";"";"";"49";"";"";"";"27";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"";"";"";"";"";"";"";"";"";"";"other";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"376";"";"";"";"";"";"";"435";"430";"";"283";"";"290";"255";"309";"535";"532";"171417318";"26e27eb5-e251-4bfc-8559-6d6c9d76134e";"2022-07-23T13:07:42";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"226"
"2022-07-21T18:23:35.357-05:00";"2022-07-21T18:27:31.031-05:00";"2022-07-21";"Brendan Barrett";"RM21";"";"";"";"";"";"1658445830806.jpg";"";"";"";"";"";"";"";"wood";"0";"1";"wood";"0";"1";"whole";"440.0";"101";"";"";"";"76";"";"";"";"47";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"";"";"";"";"";"";"";"";"";"";"other";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"559";"";"";"";"";"";"";"560";"369";"";"423";"";"471";"365";"483";"516";"511";"171417326";"7a13f624-5515-464c-8e2b-ddbe35443917";"2022-07-23T13:07:43";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"227"
"2022-07-21T18:27:34.362-05:00";"2022-07-21T18:31:26.292-05:00";"2022-07-21";"Brendan Barrett";"RM22";"";"";"";"";"";"1658446100973.jpg";"";"";"";"";"";"";"";"wood";"0";"1";"wood";"0";"1";"whole";"90.0";"76";"";"";"";"50";"";"";"";"16";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"";"";"";"";"";"";"";"";"";"";"other";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"349";"";"";"";"";"";"";"330";"473";"";"585";"";"570";"419";"306";"464";"415";"171417332";"c1337b42-0a82-4abc-b04a-4fb60a11f5a5";"2022-07-23T13:07:44";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"228"
"2022-07-21T18:31:38.270-05:00";"2022-07-21T18:36:14.902-05:00";"2022-07-21";"Brendan Barrett";"RM23";"";"";"";"";"";"1658446344960.jpg";"";"";"";"";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"360.0";"94";"";"";"";"75";"";"";"";"34";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"";"";"";"";"";"";"";"";"";"";"other";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"556";"";"";"";"";"";"";"542";"655";"";"620";"";"443";"482";"705";"595";"510";"171417340";"2a2fcba6-5d7a-4872-9ec6-e79f61a875db";"2022-07-23T13:07:45";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"229"
"2022-07-21T18:36:17.204-05:00";"2022-07-21T18:39:35.325-05:00";"2022-07-21";"Brendan Barrett";"RM24";"";"";"";"";"";"1658446637312.jpg";"";"";"";"";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"675.0";"108";"";"";"";"85";"";"";"";"49";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"";"";"";"";"";"";"";"";"";"";"other";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"673";"";"";"";"";"";"";"612";"652";"";"665";"";"551";"671";"648";"661";"581";"171417348";"e127a03e-325e-4b51-808a-3184ea68c46a";"2022-07-23T13:07:46";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"230"
"2022-07-21T18:39:38.103-05:00";"2022-07-21T18:44:12.838-05:00";"2022-07-21";"Brendan Barrett";"RM25";"";"";"";"";"";"1658446798510.jpg";"";"";"";"";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"180.0";"73";"";"";"";"51";"";"";"";"38";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"";"";"";"";"";"";"";"";"";"";"other";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"310";"";"";"";"";"";"";"308";"253";"";"223";"";"208";"306";"316";"363";"358";"171417352";"a31f5a47-1091-4fa5-9aed-52d7745d65dc";"2022-07-23T13:07:47";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"231"
"2022-07-21T18:48:40.681-05:00";"2022-07-21T18:52:39.677-05:00";"2022-07-21";"Brendan Barrett";"RM26";"";"";"";"";"";"1658447347117.jpg";"";"";"";"";"";"";"";"stone";"1";"0";"stone";"1";"0";"incomplete_refit";"360.0";"98";"";"";"";"83";"";"";"";"36";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"undetermined";"undetermined";"";"";"";"";"";"";"";"";"other";"0";"0";"0";"1";"0";"";"";"no";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"624";"";"";"";"";"";"";"653";"735";"";"567";"";"411";"689";"552";"604";"606";"171417357";"73a8e2fa-14a6-484f-9a9e-bd9e46bc7f7f";"2022-07-23T13:07:48";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"232"
"2022-07-21T18:52:45.408-05:00";"2022-07-21T18:56:04.932-05:00";"2022-07-21";"Brendan Barrett";"RM27";"";"";"";"";"";"1658447585260.jpg";"";"";"";"";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"1060.0";"142";"";"";"";"98";"";"";"";"63";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"undetermined";"undetermined";"";"";"";"";"";"";"";"";"other";"0";"0";"0";"1";"0";"";"";"no";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"721";"";"";"";"";"";"";"732";"752";"";"702";"";"744";"487";"686";"748";"635";"171417366";"8bca212d-cc70-4ad5-8487-b81bbc6e5b3f";"2022-07-23T13:07:50";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"233"
"2022-07-21T18:56:07.917-05:00";"2022-07-21T19:01:35.082-05:00";"2022-07-21";"Brendan Barrett";"RM28";"";"";"";"";"";"1658447789734.jpg";"";"";"";"";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"1130.0";"129";"";"";"";"106";"";"";"";"67";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"undetermined";"undetermined";"";"";"";"";"";"";"";"";"stream_bank";"0";"1";"0";"0";"0";"";"";"no";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"689";"";"";"";"";"";"";"419";"661";"";"721";"";"587";"738";"661";"690";"716";"171417372";"3a36a6c8-f6e5-4787-bbba-b5453ba470f0";"2022-07-23T13:07:51";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"234"
"2022-07-21T19:01:41.613-05:00";"2022-07-23T12:30:43.204-05:00";"2022-07-21";"Brendan Barrett";"RM29";"";"";"";"";"";"1658448116709.jpg";"";"";"";"";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"295.0";"84";"";"";"";"58";"";"";"";"41";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"undetermined";"undetermined";"";"";"";"";"";"";"";"";"stream_bank";"0";"1";"0";"0";"0";"";"";"no";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"586";"";"";"";"";"";"";"496";"637";"";"655";"";"610";"455";"525";"580";"532";"171417380";"7b73df51-b8d0-4fc9-bd4f-a860766b9c84";"2022-07-23T13:07:52";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"235"
"2022-07-21T19:04:39.522-05:00";"2022-07-21T19:07:58.754-05:00";"2022-07-21";"Brendan Barrett";"RM30";"";"";"";"";"";"1658448298483.jpg";"";"";"";"";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"200.0";"83";"";"";"";"61";"";"";"";"31";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"undetermined";"undetermined";"";"";"";"";"";"";"";"";"stream_bank";"0";"1";"0";"0";"0";"";"";"no";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"555";"";"";"";"";"";"";"413";"450";"";"439";"";"590";"304";"515";"560";"689";"171417386";"48aa2146-facb-4548-afeb-623de2ba953d";"2022-07-23T13:07:53";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"236"
"2022-07-14T14:52:53.928-05:00";"2022-07-23T08:30:52.769-05:00";"2022-07-14";"Brendan Barrett";"T05";"7.2712624 -81.8215974 16.86627197265625 3.845";"7.2712624";"-81.8215974";"16.86627197265625";"3.845";"1657828456990.jpg";"1657828468195.jpg";"1657828480951.jpg";"1657828492322.jpg";"1657828507434.jpg";"";"";"";"wood";"0";"1";"stone";"1";"0";"whole";"750.0";"142";"82";"142";"90";"120";"75";"68";"69";"39";"almendra";"1";"0";"0";"0";"0";"0";"0";"0";"";"2";"2";"";"";"";"";"";"";"";"";"beach";"1";"0";"0";"0";"0";"";"";"no";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"171421759";"662ecab7-3c8b-4645-80ee-42c835759068";"2022-07-23T13:30:55";"";"";"submitted_via_web";"mkcarlson";"vxE4VZ7xkMmyZoweH2X4PX";"";"237"
"2023-01-05T13:49:14.363-05:00";"2023-01-05T20:16:50.552-05:00";"2023-01-05";"Brendan Barrett";"T01";"7.6055031 -81.789047 63.955227918860004 3.848";"7.6055031";"-81.789047";"63.955227918860004";"3.848";"1672944636158.jpg";"1672944656215.jpg";"1672944674990.jpg";"1672944690721.jpg";"1672944705452.jpg";"";"";"";"stone";"1";"0";"stone";"1";"0";"whole";"860.0";"123";"70";"110";"117";"85";"60";"82";"76";"59";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"1";"2";"";"";"";"";"";"";"";"";"stream_bank";"0";"1";"0";"0";"0";"";"Palm of astrocaryum.Taken back for Meredith to measure. Pedro has it. I have debris in left pocket.";"no";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"215851521";"108bda0b-33d5-4a9d-b2cd-5d23b69db568";"2023-01-28T19:06:01";"";"";"submitted_via_web";"bjb5009";"vxE4VZ7xkMmyZoweH2X4PX";"";"238"
"2023-01-05T14:05:17.234-05:00";"2023-01-05T14:10:00.736-05:00";"2023-01-05";"Brendan Barrett";"T02";"7.6045879 -81.7884473 71.61175709505369 3.633";"7.6045879";"-81.7884473";"71.61175709505369";"3.633";"1672945584819.jpg";"1672945603583.jpg";"1672945616706.jpg";"1672945627602.jpg";"1672945643975.jpg";"";"";"";"stone";"1";"0";"stone";"1";"0";"refit";"0.0";"0";"";"";"";"0";"";"";"";"0";"other_processed_item";"0";"0";"0";"0";"0";"0";"0";"1";"";"2";"2";"";"";"";"";"";"";"";"";"stream_bank";"0";"1";"0";"0";"0";"";"Incomplete refir. Fruit here.";"no";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"215851533";"2464158e-c791-47e0-bf29-04fdc7b3e934";"2023-01-28T19:06:11";"";"";"submitted_via_web";"bjb5009";"vxE4VZ7xkMmyZoweH2X4PX";"";"239"
